Quotazioni Immobiliari : Valori di Mercato - Semestre 2024/2 - elaborazione del 23-NOV-25
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;NORMALE;P;5200;7100;L;15;23;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;20;Abitazioni civili;OTTIMO; ;7200;9500;L;23,1;31;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;13;Box;NORMALE;P;2700;4000;L;9,5;16;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;9;Magazzini;NORMALE;P;700;1000;L;6;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;NORMALE; ;3800;5500;L;18;32,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;5;Negozi;OTTIMO;P;5600;9000;L;32,6;52;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;6;Uffici;OTTIMO;P;4500;6000;L;19;30;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;18;Uffici strutturati;OTTIMO;P;4600;6500;L;24;33;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C12;MI00000307;10;Laboratori;NORMALE;P;1600;2300;L;9;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;20;Abitazioni civili;OTTIMO;P;9000;13000;L;24;35;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;19;Abitazioni signorili;OTTIMO;P;9300;12500;L;33;44;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C13;MI00003667;13;Box;NORMALE;P;2700;3700;L;10;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;20;Abitazioni civili;NORMALE; ;4500;6300;L;14,5;21,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;20;Abitazioni civili;OTTIMO;P;9800;14500;L;26,5;44;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;19;Abitazioni signorili;OTTIMO;P;12000;17500;L;35;52;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;13;Box;NORMALE;P;2500;3600;L;10;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C14;MI00003668;18;Uffici strutturati;OTTIMO;P;6400;7800;L;29;38;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;20;Abitazioni civili;OTTIMO; ;5600;7500;L;17,6;25;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;20;Abitazioni civili;NORMALE;P;3800;5500;L;12;17,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;13;Box;NORMALE;P;1600;2800;L;7;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;1;Ville e Villini;NORMALE;P;3500;5400;L;11;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;1;Ville e Villini;OTTIMO; ;5500;6300;L;17,1;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;9;Magazzini;NORMALE;P;800;1100;L;4,6;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;5;Negozi;OTTIMO; ;2700;4600;L;16,1;29;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;5;Negozi;NORMALE;P;2100;2600;L;11,5;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;6;Uffici;OTTIMO;P;2700;4300;L;13,5;23;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;18;Uffici strutturati;OTTIMO;P;3500;5500;L;18;27;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C15;MI00003669;10;Laboratori;NORMALE;P;1000;1400;L;6;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;20;Abitazioni civili;NORMALE;P;4200;5900;L;11,5;16,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;20;Abitazioni civili;OTTIMO; ;6000;8200;L;16,6;27;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;13;Box;NORMALE;P;2000;3200;L;8;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;9;Magazzini;NORMALE;P;650;1100;L;4,2;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;5;Negozi;NORMALE;P;2300;4500;L;13,5;27;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;5;Negozi;OTTIMO; ;4600;6000;L;27,1;40;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;6;Uffici;OTTIMO;P;2400;4300;L;12;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;18;Uffici strutturati;OTTIMO;P;2900;4600;L;14;21,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C16;MI00004772;10;Laboratori;NORMALE;P;1200;1800;L;8;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;20;Abitazioni civili;NORMALE;P;5500;7000;L;14;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;20;Abitazioni civili;OTTIMO; ;7100;10000;L;18,1;28;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;19;Abitazioni signorili;OTTIMO;P;9600;12000;L;22;30;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;19;Abitazioni signorili;NORMALE; ;7000;9500;L;15;21,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;13;Box;NORMALE;P;2800;4000;L;8,5;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;1;Ville e Villini;OTTIMO;P;6000;8200;L;18,5;25;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;9;Magazzini;NORMALE;P;750;1200;L;4,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;5;Negozi;OTTIMO; ;4600;6500;L;28,6;40;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;5;Negozi;NORMALE;P;2800;4500;L;17;28,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;6;Uffici;OTTIMO;P;3800;5700;L;16;25,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;18;Uffici strutturati;OTTIMO;P;4100;6000;L;18;28;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;10;Laboratori;NORMALE;P;950;1400;L;6,3;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;20;Abitazioni civili;NORMALE;P;4500;5700;L;15;17,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;20;Abitazioni civili;OTTIMO; ;5800;8500;L;18;28;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;13;Box;NORMALE;P;2200;3300;L;8,5;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;9;Magazzini;NORMALE;P;800;1400;L;5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;5;Negozi;NORMALE; ;2800;3900;L;15;25;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;5;Negozi;OTTIMO;P;4000;6000;L;25,1;35;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;6;Uffici;OTTIMO;P;2350;3900;L;13;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;18;Uffici strutturati;OTTIMO;P;2650;4200;L;15;22;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;10;Laboratori;NORMALE;P;1000;1500;L;7;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;20;Abitazioni civili;NORMALE;P;4200;5900;L;12;19;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;20;Abitazioni civili;OTTIMO; ;6000;7700;L;19,1;28;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;13;Box;NORMALE;P;1600;2800;L;6,5;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;9;Magazzini;NORMALE;P;750;1100;L;4,5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;5;Negozi;NORMALE;P;2500;3500;L;16;22,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;5;Negozi;OTTIMO; ;3600;4700;L;23;32;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;6;Uffici;OTTIMO;P;2600;3500;L;13,5;19;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;18;Uffici strutturati;OTTIMO;P;2800;3800;L;15;21;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;10;Laboratori;NORMALE;P;950;1550;L;6,5;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;20;Abitazioni civili;OTTIMO; ;6300;8700;L;17;27;L;
